feature,chi2,pvalue
shook,46.96901926378697,0.3518239583929189
team,46.96418824760266,0.35200674254599434
mr van,46.96336765262472,0.35203779484631453
countenance,46.957449755023525,0.352261775067651
which is,46.95125414589928,0.3524963410787277
this country,46.93233185435989,0.3532132140200733
hire,46.92381544899825,0.35353609172317674
her heart,46.919445288350694,0.3537018312067939
he murmured,46.91553779600748,0.3538500560326535
of north,46.91127768811292,0.35401169137300276
tribes,46.90950774711614,0.35407885638008785
ok,46.9072201569981,0.35416567414344374
we see,46.90388177494262,0.354292389811422
hundred and,46.891485175629875,0.3547631235964165
with snow,46.88921414608118,0.3548493939958522
circumstance,46.86318636903587,0.3558388489896745
young ladies,46.85630763153197,0.35610057017041863
shaking his,46.8537133025124,0.3561993030520915
stood,46.84916841333648,0.3563723007587567
brow,46.84237364374101,0.3566310143246048
those who,46.842268870532415,0.3566350043180356
gigantic,46.82273753801455,0.35737917739510383
and therefore,46.817887598855094,0.35756408350378627
of and,46.817739861454044,0.35756971678299704
any rate,46.815494753877616,0.3576553287961012
his car,46.81430854086297,0.3577005662925271
passengers,46.810858522088324,0.35783215211364444
hand,46.809954195808544,0.35786664752931474
favor,46.790732734860484,0.35860022657790824
said in,46.77688381791256,0.3591292124540445
this act,46.77112964030568,0.35934911435436107
talk,46.76605846894169,0.35954296797121915
york and,46.76323983083382,0.3596507365743776
an some,46.758094669877174,0.35984749800012733
conspiracy,46.73811605799463,0.3606120088301894
of about,46.71717985853585,0.3614139942857161
our hero,46.71053969004322,0.36166853093401463
herself to,46.70693473497551,0.3618067548755709
poor,46.69419416721431,0.3622954645632124
nearly all,46.68471525905576,0.36265926486376365
cried she,46.664866290429615,0.36342162822524127
monuments,46.65678861412076,0.3637320940748366
the road,46.65596429210963,0.3637637839695807
centuries,46.650581590595976,0.3639707463600856
philosopher,46.6460558577988,0.3641448016772184
and other,46.63671190105174,0.3645042853339166
inclination for,46.63370010204466,0.3646201918210834
oh you,46.63326264619306,0.3646370283750003
warrior,46.62902234028747,0.3648002458342517
crime,46.62857378630703,0.36481751354199693
sure,46.615641758515565,0.36531551510322574
school,46.588049657535194,0.36637912925443383
guess you,46.55717742088448,0.3675708992082721
de he,46.55170774267825,0.3677822349472429
pinch,46.51304692372815,0.36927760867536885
knight was,46.50623606966079,0.36954133911224285
as soon,46.49805195617474,0.36985836013279644
down,46.48839168367629,0.37023272337205954
chapters from,46.4680619822318,0.37102112766846085
nowadays,46.45896868691564,0.3713740236099705
cities,46.45642308466351,0.3714728418804335
strove to,46.44920833508214,0.37175297830980936
mr hope,46.44754243352478,0.3718176761900699
the tranquillity,46.43511240814225,0.3723005783844834
the fire,46.41856771001396,0.372943778927165
muse,46.41199335485806,0.37319950782491323
of said,46.40915021274228,0.37331012496774635
pulpit,46.40886773992881,0.3733211158554399
descendants,46.393318026263564,0.3739263754074051
carriage,46.382076096194886,0.37436423581135686
thousand,46.36156086236412,0.3751638800775803
disposition,46.35585136936534,0.3753865625459883
cavalry,46.33894372408029,0.3760463471617769
soon as,46.309902064034105,0.37718085435789045
position,46.30422964430644,0.37740262573331396
miss de,46.30070073897615,0.37754062285135415
the porch,46.280644586521674,0.3783253437613016
that her,46.24621300276498,0.3796742173756767
to you,46.220334604750946,0.38068942114586135
fl,46.14703423528197,0.38357147476143144
continuous,46.145817434247974,0.3836193980001888
dogs and,46.13914113230581,0.38388238817530596
gardens of,46.13727366905134,0.38395596463125564
development,46.13000769162072,0.384242296531342
central,46.10753010801883,0.38512866465600826
you she,46.10391552809396,0.38527128288776613
anne and,46.102728881321134,0.3853181086750361
being,46.092341822707695,0.3857280936691008
she thought,46.06342269380063,0.3868705483826684
legs,46.06091232650475,0.3869697897276933
mean time,46.0569451164185,0.3871266462461852
you an,46.04314066338823,0.3876726635673879
she will,46.03661037236269,0.3879310761916588
the romance,46.03272362116856,0.38808491542967977
system of,46.02798211721509,0.38827262160490716
those of,46.01255113970987,0.388883771022356
the human,46.000943930512506,0.38934374985848763
base of,45.98668612075286,0.38990908639763283
fifth avenue,45.985201806340044,0.38996796106343495
tb,45.98480062530294,0.38998387437953747
the ford,45.960713161770826,0.3909398379993194
must be,45.955822437959334,0.3911340584453828
must,45.937215552556935,0.3918733485220162
which her,45.93507796992304,0.39195831691075445
wliich,45.931409883807355,0.39210414056801934
girls,45.922197135499495,0.39247049151958396
adjacent,45.90603006207077,0.39311373406200495
conduct,45.86680781748618,0.3946761138542683
commenced,45.8647389454228,0.3947585973034901
right now,45.85785425376242,0.3950331334653965
of society,45.852741999321445,0.3952370428048212
the spirit,45.842363812425354,0.39565112580793554
pretext,45.83988352399318,0.3957501144099535
miss may,45.80948403693091,0.39696419540951117
new state,45.8018439039397,0.39726956541772845
to bo,45.78001908727507,0.3981424188491219
chapter,45.779253731379036,0.39817304250239666
ft,45.758403666071786,0.39900767334128184
at fort,45.75750471723192,0.39904367448008177
mode,45.75504871358595,0.3991420393853815
fool,45.752989475640106,0.3992245211488469
wan,45.74278891555659,0.39963320223566906
do an,45.730149800220765,0.4001398195890308
rope,45.720975421704644,0.4005077225444758
the foot,45.71549692793914,0.40072748186701607
he was,45.71393808781667,0.4007900207081983
are told,45.71256406410479,0.40084514821512723
to thinking,45.69597559652162,0.40151094024699396
fa,45.65512731434546,0.4031523217570179
mr to,45.64870982421878,0.40341043657515774
remembered,45.647533795069805,0.4034577442650821
feel,45.64576761104731,0.4035287960727688
remembered how,45.63743383013982,0.4038641232845891
of st,45.6364367102986,0.40390425196432633
bit,45.611682444825064,0.40490098743768554
parts of,45.6051309004192,0.4051649504661651
the comfort,45.59050964929955,0.40575428996916046
the and,45.580091384057134,0.406174426657537
didn mean,45.57704360635452,0.4062973667095295
letting in,45.57544081338074,0.40636202543925065
and valleys,45.57056053587455,0.4065589271376431
interpretation,45.56934629746088,0.40660792315436245
admitted into,45.56004359935147,0.40698337575177157
of free,45.55708014556371,0.40710300805510147
she faltered,45.54297817929773,0.4076724828578919
michael,45.54160367054532,0.40772800589453984
the lad,45.525977801031196,0.4083594185229697
lads,45.50539873298421,0.40919156368801335
fellow,45.49251922735996,0.4097127015222514
four feet,45.48228063471732,0.4101271651416868
mother said,45.475957799343455,0.4103831980223854
jane to,45.46739962621586,0.41072984578980337
nature and,45.45758609800453,0.411127480800156
young lady,45.43550098706043,0.4120228912867372
wished,45.433721500742614,0.41209507072631724
be entitled,45.41685293694354,0.4127795334156872
officials,45.400187341696146,0.41345618705866066
elegance,45.398113303831984,0.4135404263782938
of in,45.38535404272677,0.41405880147626
mi,45.35631183316848,0.41523962857262764
evening,45.34532844005351,0.41568653363855235
you want,45.317179843051974,0.41683270213803714
ancestors,45.30952366533921,0.41714465487763625
toward her,45.3005717106923,0.417509514972709
tears,45.29669852859312,0.41766741343876695
of their,45.28913293986078,0.41797590485413005
laden,45.28908139233967,0.41797800702610777
popular,45.28711330472049,0.41805827102789156
revolver,45.27812661317267,0.41842484573076966
back to,45.26083219801544,0.4191306348634591
ultimately,45.26037304459981,0.41914937902391874
wondered,45.25493378292497,0.4193714512459959
sides,45.23028565405594,0.420378319808586
harbour,45.216087630642164,0.4209587075423688
landscape,45.21168444137928,0.4211387610017683
you would,45.201428502502125,0.4215582518980429
to tho,45.191018554802525,0.4219841979316945
magazines,45.173151841791956,0.42271561876330105
village,45.1646072786086,0.42306557532197564
must needs,45.16255573168804,0.42314961538823104
thousand dozen,45.14942985822111,0.4236874495915053
ik,45.132554729376906,0.4243792716998174
arts,45.128439727614015,0.4245480341171009
genial,45.12088151191606,0.4248580706165016
window,45.1158289959234,0.4250653690240048
his works,45.11250391187059,0.4252018127988701
the admission,45.11063342984052,0.42527857431846255
the poor,45.09847305487017,0.4257777367953968
to sing,45.09564096926797,0.42589401900571067
says,45.09065468580318,0.4260987775934805
generally,45.06353522311403,0.42721303275866956
fi,45.053040567077716,0.4276445020318482
the local,45.044815622508764,0.4279827634030041
poems,45.034689867561596,0.4283993271676061
multitude,45.0251814375429,0.428790624195779
scott,45.02297864177668,0.42888129291123944
tops,45.019416180374854,0.4290279406667079
the returns,44.99827977083395,0.42989837498791056
he drove,44.99507591967186,0.43003036878701617
like to,44.98296232846185,0.4305295574484277
the earth,44.98013205219048,0.4306462191546871
one another,44.972365797505326,0.43096639407490633
bushes and,44.961631048940816,0.4314090846546171
george you,44.928483987183334,0.43277702309224675
they ve,44.92164999444576,0.43305923786489675
of ihe,44.892743435491056,0.43425364785977255
rights of,44.88836298659055,0.43443474397394344
of members,44.886847065768386,0.4344974209791668
he remarked,44.88225695182195,0.43468722167880847
that of,44.85153914397915,0.4359581178263259
swiftly,44.83100265419862,0.43680847276926593
papers,44.82123849760123,0.43721297111751933
ve always,44.79397295991984,0.43834315385088163
staying,44.79375378913804,0.43835224259630146
neighbourhood,44.78255921622798,0.43881655042724776
able to,44.78194697149874,0.43884194864708786
from whence,44.77744599241124,0.4390286810522857
phenomena,44.76338694928897,0.4396121171846405
heir,44.74929756875121,0.4401970663484345
experience,44.73967980611939,0.4405965127355445
happy to,44.736236003761086,0.4407395698837607
all around,44.711840440168665,0.4417534033930168
the provisions,44.703712830321166,0.44209133841077686
the railroad,44.70288999234137,0.4421255555345724
president and,44.70186500936033,0.44216817990293167
to boston,44.699027246164135,0.44228619642110023
twilight of,44.68313533137499,0.44294729387045817
she done,44.674891714799266,0.44329034948377544
letters,44.65102237974782,0.44428414138350947
east,44.646424273922136,0.44447566309385284
the camp,44.63928557467224,0.4447730580833893
principles of,44.62681694566031,0.44529264601325047
tree is,44.62588038603968,0.44533168167678244
enterprise,44.62438939538339,0.44539382816124184
ride,44.59873474649464,0.44646357389125685
js,44.57668061533495,0.44738382510188235
the wheel,44.56667353856448,0.4478015834900528
heart,44.55554759355349,0.4482661918096888
pony,44.53138656648348,0.4492756419332337
her that,44.52167072412602,0.4496817666154248
assembly,44.51520746153901,0.4499519945605769
candidate for,44.51239244520012,0.45006970536362506
doctor strong,44.49813448419947,0.45066604998164816
tom he,44.49680404965985,0.4507217081052931
she come,44.49029551963625,0.45099401942146655
you think,44.48443360380918,0.45123931941653755
race,44.48318940100584,0.45129138997693785
horses,44.46352849664402,0.45211444900019454
and maria,44.45648901840476,0.4524092499194338
route,44.44943989249448,0.4527045123244251
it seemed,44.44654685586727,0.4528257077792833
we believe,44.43457036792339,0.4533275308767086
leaves,44.4313045692718,0.45346439869463795
entirely,44.42958236896174,0.45353658008474057
the moral,44.423154018141176,0.4538060371101007
lands,44.42171719686921,0.45386627077666264
regarding,44.4102875678153,0.4543455016040155
feeding,44.40655270091136,0.45450213241205406
agricultural,44.405487836909415,0.4545467930020083
bright,44.397933997276404,0.45486363935986746
haul,44.38666195588526,0.4553365661067063
smooth,44.38053792895974,0.4555935642697668
softly,44.378305144573915,0.4556872748025812
of mass,44.37324219361963,0.45589978891554594
jews,44.32921161867937,0.45774915139055705
edge,44.32766638915403,0.45781409286692276
slightly,44.305468983662585,0.4587472748917965
iv,44.28728439016232,0.4595121596666252
want you,44.28437417351442,0.4596346033184231
west and,44.28262687461072,0.45970812310653425
love with,44.26513849274954,0.46044415069546585
her life,44.258559846208485,0.46072110934601773
oh no,44.25662795940544,0.4608024499215541
ij,44.245197280046106,0.46128381157206
manner,44.23713950653608,0.4616232194535617
lifted,44.22755905662588,0.46202685517857345
tom was,44.22495937629094,0.4621363996119268
articles,44.22376221392757,0.46218684763625933
by chapter,44.21381383965363,0.46260612749330965
nevertheless,44.21183653368403,0.46268947462630095
their being,44.201804108712516,0.46311242349526865
in john,44.19844545132945,0.46325404204512055
consists of,44.18746148256553,0.4637172660977378
the desert,44.18454451721836,0.4638403037069996
vol iv,44.18211981024561,0.4639425846095248
fifty dollars,44.17780982147375,0.4641244070711101
harbor,44.175852822133145,0.4642069720031531
she should,44.17267877743798,0.46434089199709966
an if,44.163432677907046,0.46473106500046907
ii of,44.16208927291635,0.4647877622506966
birds are,44.15637181058886,0.4650290836636535
in san,44.155574088488805,0.46506275642567246
